"Sample_percent","Time"
10,0.00400209426879883
50,0.00300097465515137
70,0.00300097465515137
100,0.00300121307373047
accuracy
1,0.848686868686869
acc_5_f
1,0.854545454545454
2,0.814814814814815
3,0.888888888888889
4,0.851851851851852
5,0.833333333333333
