index,Year,S1,S2,S3,S4,Average_bleaching,ClimSST,Temperature_Kelvin,Temperature_Mean,Temperature_Minimum,Temperature_Maximum,Temperature_Kelvin_Standard_Deviation,Windspeed,SSTA,SSTA_Standard_Deviation,SSTA_Mean,SSTA_Minimum,SSTA_Maximum,SSTA_Frequency,SSTA_Frequency_Standard_Deviation,SSTA_FrequencyMax,SSTA_FrequencyMean,SSTA_DHW,SSTA_DHW_Standard_Deviation,SSTA_DHWMax,SSTA_DHWMean,TSA,TSA_Standard_Deviation,TSA_Minimum,TSA_Maximum,TSA_Mean,TSA_Frequency,TSA_Frequency_Standard_Deviation,TSA_FrequencyMax,TSA_FrequencyMean,TSA_DHW,TSA_DHW_Standard_Deviation,TSA_DHWMax,TSA_DHWMean,rate_of_SST_change,reef_longitude,reef_latitude,Month,eta,salt,temp,wspeed_u,wspeed_v,mean_wspeed,u,v,mean_cur
8541,2014.0,5.0,5.0,0.0,5.0,3.75,299.06,297.95,296.8,291.54,302.69,2.18,8.0,0.74,0.8,0.0,-3.39,3.02,5.0,4.48,22.0,4.0,1.48,2.34,12.620000000000001,1.6,-1.73,2.18,-8.13,3.0,-2.87,0.0,1.38,5.0,0.0,0.0,1.05,7.27,0.33,0.041287878,153.5263889,-27.41419444,11.0,-0.18417844742307693,35.634330038461535,24.62243396153846,-2.126075401923077,-3.439944011538462,6.685837778846154,0.02789099612423077,-0.4492407852192307,0.5516341895384616
8542,2015.0,25.0,10.0,10.0,5.0,12.5,295.89,293.85,296.8,291.54,302.69,2.18,7.0,-0.42,0.8,0.0,-3.39,3.02,13.0,4.48,22.0,4.0,2.44,2.34,12.620000000000001,1.6,-5.83,2.18,-8.13,3.0,-2.87,3.0,1.38,5.0,0.0,0.0,1.05,7.27,0.33,0.041287878,153.5263889,-27.41419444,9.0,-0.21833006096153845,35.559512480769236,22.185424826923075,-0.2542643176961538,2.213226094230769,6.904418101923077,0.026894023472115385,-0.2746488416730769,0.4201192141346154
8543,2016.0,2.0,5.0,2.0,2.0,2.75,298.02,300.1,296.8,291.54,302.69,2.18,7.0,0.6,0.8,0.0,-3.39,3.02,13.0,4.48,22.0,4.0,3.54,2.34,12.620000000000001,1.6,0.42,2.18,-8.13,3.0,-2.87,2.0,1.38,5.0,0.0,2.56,1.05,7.27,0.33,0.041287878,153.5263889,-27.41419444,3.0,-0.19524116519230766,35.38598176923077,26.934841807692308,-3.7608934826923077,2.5038874538461537,5.857107632692308,-0.050657276227884615,-0.04951438588269231,0.2439801355
8544,2014.0,1.0,1.0,2.0,3.0,1.75,293.72,296.22,296.45,291.35,301.64,2.33,3.0,0.5,0.71,0.0,-2.71,2.53,6.0,3.58,15.0,3.0,1.66,2.15,12.54,1.3,-3.37,2.33,-8.23,2.04,-3.13,0.0,0.99,3.0,0.0,0.0,0.73,4.4,0.23,0.038888888,153.1608056,-26.645,5.0,-0.14383264717948718,35.244327717948714,24.280717282051285,-1.6092521282820513,2.257497041025641,5.610417984615385,-0.02299901418423077,0.011468840623076923,0.1852327945897436
8545,2014.0,10.0,10.0,20.0,10.0,12.5,299.08,298.23,296.45,291.35,301.64,2.33,7.0,0.85,0.71,0.0,-2.71,2.53,4.0,3.58,15.0,3.0,1.0,2.15,12.54,1.3,-1.36,2.33,-8.23,2.04,-3.13,0.0,0.99,3.0,0.0,0.0,0.73,4.4,0.23,0.038888888,153.1608056,-26.645,11.0,-0.21222288948717952,35.63438587179487,24.543722435897436,-2.2100640846153845,-3.284933241025641,6.363716828205129,0.028455758065384612,-0.15102957782051282,0.27460527861538464
8546,2015.0,5.0,5.0,10.0,5.0,6.25,298.87,297.86,296.45,291.35,301.64,2.33,7.0,0.85,0.71,0.0,-2.71,2.53,1.0,3.58,15.0,3.0,2.04,2.15,12.54,1.3,-1.73,2.33,-8.23,2.04,-3.13,0.0,0.99,3.0,0.0,0.0,0.73,4.4,0.23,0.038888888,153.1608056,-26.645,11.0,-0.22415718717948716,35.61653551282051,24.343659256410255,-1.5036806128205127,-2.426734435897436,6.370437156410257,0.034387544256666666,-0.11818132082051282,0.2650202808974359
8547,2015.0,10.0,10.0,0.0,0.0,5.0,299.62,299.56,296.8,291.83,301.66,2.15,5.0,0.34,0.71,0.0,-2.64,2.83,5.0,3.34,18.0,3.0,3.6,1.87,10.260000000000002,1.21,-0.1,2.15,-7.82,2.0,-2.85,1.0,1.1,4.0,0.0,1.38,0.77,5.35,0.23,0.038888888,153.484,-26.97769444,1.0,-0.11238410693103448,35.29033486206897,27.514068637931032,-3.149931772413793,-0.22551424658620692,5.995712396551725,0.004131199555172414,-0.19386189346034483,0.35881689741379313
8548,2015.0,10.0,5.0,20.0,50.0,21.25,299.55,298.05,296.8,291.83,301.66,2.15,7.0,-0.12,0.71,0.0,-2.64,2.83,10.0,3.34,18.0,3.0,3.6,1.87,10.260000000000002,1.21,-1.61,2.15,-7.82,2.0,-2.85,1.0,1.1,4.0,0.0,0.0,0.77,5.35,0.23,0.038888888,153.484,-26.97769444,12.0,-0.2038928705172414,35.52796424137931,25.944637948275865,-2.822778324137931,2.167575225862069,6.79019020862069,-0.029328634868965517,-0.3205570861637931,0.46935912551724135
8549,2015.0,5.0,10.0,5.0,10.0,7.5,299.65,298.6,295.86,289.23,304.48,3.01,8.0,1.09,0.8900000000000001,0.0,-3.07,4.55,16.0,4.84,23.0,6.0,5.45,3.3399999999999994,18.23,2.33,-1.34,3.01,-10.71,4.53,-4.07,1.0,1.93,8.0,1.0,0.0,1.63,10.6,0.51,0.041287878,153.3491111,-27.47013889,11.0,-0.2135262818181818,35.61313861363636,24.518197386363635,-1.3495991036363637,-2.3575166318181817,6.619224390909091,0.04603176073045454,-0.3480727818545455,0.47722411499999995
8550,2015.0,35.0,15.0,35.0,35.0,30.0,298.65,297.88,296.1,290.84,304.48,2.77,7.0,1.6499999999999997,1.06,0.0,-2.83,4.77,25.0,6.84,32.0,7.0,31.03,6.2,43.1,3.34,-1.84,2.77,-8.88,4.75,-3.61,2.0,2.45,9.0,1.0,0.0,2.27,16.09,0.7600000000000001,0.041287878,153.3706944,-27.50219444,11.0,-0.21496295604166668,35.610227333333334,24.454404208333333,-1.28808328125,-2.314761902083333,6.608955210416667,0.047151879315416666,-0.34106898045,0.4686322972916666
8551,2015.0,40.0,20.0,40.0,40.0,35.0,298.65,297.88,296.1,290.84,304.48,2.77,7.0,1.6499999999999997,1.06,0.0,-2.83,4.77,25.0,6.84,32.0,7.0,31.03,6.2,43.1,3.34,-1.84,2.77,-8.88,4.75,-3.61,2.0,2.45,9.0,1.0,0.0,2.27,16.09,0.7600000000000001,0.041287878,153.3706944,-27.50219444,11.0,-0.21496295604166668,35.610227333333334,24.454404208333333,-1.28808328125,-2.314761902083333,6.608955210416667,0.047151879315416666,-0.34106898045,0.4686322972916666
8552,2015.0,2.0,5.0,5.0,0.0,3.0,298.26,296.43,296.13,291.35,301.5,2.2,8.0,0.19,0.75,0.0,-2.32,2.48,11.0,3.8899999999999997,20.0,4.0,6.279999999999999,2.27,15.87,1.38,-2.64,2.2,-7.71,2.42,-2.93,1.0,1.41,7.0,0.0,0.0,1.12,10.89,0.32,0.043636363,153.4758333,-28.109166669999997,11.0,-0.2192420762857143,35.54733392857143,23.94827211904762,-0.6898254543809523,-2.121062307142857,6.676092273809523,0.07230812021666667,-0.3817573680261904,0.5325820848571429
8553,2014.0,0.0,5.0,10.0,0.0,3.75,299.13,298.14,296.92,292.01,303.07,2.13,8.0,0.84,0.76,0.0,-3.04,3.32,5.0,3.89,20.0,4.0,2.63,2.12,10.91,1.41,-1.61,2.13,-7.73,3.31,-2.82,0.0,1.41,6.0,1.0,0.0,1.0800000000000003,7.99,0.33,0.041287878,153.5569444,-27.39666667,11.0,-0.16287817438333332,35.61205248333333,24.64768996666667,-2.1289759733333335,-3.4715676916666665,6.72715417,0.036852028557666665,-0.4968198315233333,0.5894917214333333
8554,2015.0,5.0,5.0,0.0,0.0,2.5,296.01,293.85,296.92,292.01,303.07,2.13,7.0,-0.59,0.76,0.0,-3.04,3.32,10.0,3.89,20.0,4.0,1.24,2.12,10.91,1.41,-5.9,2.13,-7.73,3.31,-2.82,2.0,1.41,6.0,1.0,0.0,1.0800000000000003,7.99,0.33,0.041287878,153.5569444,-27.39666667,9.0,-0.2030714807,35.554128350000006,22.25296021666667,-0.26887948758666663,2.21115818,6.964196421666667,0.021875659995833335,-0.29544853061666665,0.4336370340833333
8555,2016.0,5.0,5.0,2.0,2.0,3.5,298.11,299.71,296.92,292.01,303.07,2.13,7.0,0.13,0.76,0.0,-3.04,3.32,10.0,3.89,20.0,4.0,2.22,2.12,10.91,1.41,-0.04,2.13,-7.73,3.31,-2.82,1.0,1.41,6.0,1.0,1.25,1.0800000000000003,7.99,0.33,0.041287878,153.5569444,-27.39666667,3.0,-0.19278648433333334,35.391499233333334,26.913269983333333,-3.8200754316666665,2.472872928333333,5.872486553333333,-0.0628615562975,-0.063945547365,0.25684722676666666
8556,2015.0,5.0,5.0,5.0,10.0,6.25,262.15,300.0066667,295.9966667,289.9266667,303.8666667,2.87,5.0,0.383333333,0.98,0.0,-3.1433333330000006,4.553333333,10.33333333,5.693333333,28.0,7.0,9.273333333,4.583333333,27.180000000000003,2.98,0.19666666700000002,2.87,-9.873333333,4.05,-3.8,1.0,2.126666667,8.0,1.0,1.213333333,1.9,13.096666669999998,0.616666667,0.041287878,153.4099444,-27.472027780000005,1.0,-0.12479592454545455,35.241950045454544,27.438080113636364,-3.040381770454545,-0.07927204563636364,5.944719797727273,-0.02296091240806818,-0.09140898424318182,0.2935446859090909
8557,2015.0,0.0,5.0,10.0,10.0,6.25,262.15,297.14,295.9966667,289.9266667,303.8666667,2.87,7.0,1.016666667,0.98,0.0,-3.1433333330000006,4.553333333,17.0,5.693333333,28.0,7.0,14.69,4.583333333,27.180000000000003,2.98,-2.666666667,2.87,-9.873333333,4.05,-3.8,1.333333333,2.126666667,8.0,1.0,0.0,1.9,13.096666669999998,0.616666667,0.041287878,153.4099444,-27.472027780000005,10.0,-0.30645289045454543,35.65000925,23.527186295454545,-2.511926006818182,-0.11022877343181818,5.558609672727273,0.002583183865909091,-0.18142331244954546,0.31419748136363634
8558,2014.0,20.0,20.0,0.0,60.0,25.0,292.99,295.61,296.27,291.1,301.95,2.4,4.0,1.64,0.72,0.0,-2.3,3.57,7.0,4.87,25.0,3.0,6.72,2.77,21.53,1.31,-3.8799999999999994,2.4,-8.38,2.46,-3.21,0.0,1.0,3.0,0.0,0.0,0.71,4.17,0.21,0.038888888,153.1455556,-26.80333333,6.0,-0.07156852361764705,35.38727355882353,23.13361414705882,0.8613505444117646,2.9885735735294117,5.919885267647059,-0.010030789073529412,0.01360172765,0.21717418147058823
8559,2014.0,0.0,0.0,1.0,1.0,0.5,299.44,298.17,296.27,291.1,301.95,2.4,6.0,-0.08,0.72,0.0,-2.3,3.57,7.0,4.87,25.0,3.0,1.11,2.77,21.53,1.31,-1.32,2.4,-8.38,2.46,-3.21,0.0,1.0,3.0,0.0,0.0,0.71,4.17,0.21,0.038888888,153.1455556,-26.80333333,12.0,-0.2144294805882353,35.52073758823529,26.01217311764706,-1.586201817647059,-1.263382015882353,5.702561467647059,0.005232385774411765,-0.050994190040882355,0.2872392292647059
8560,2015.0,0.0,0.0,0.0,0.0,0.0,299.35,297.88,296.27,291.1,301.95,2.4,6.0,-0.04,0.72,0.0,-2.3,3.57,16.0,4.87,25.0,3.0,10.16,2.77,21.53,1.31,-1.61,2.4,-8.38,2.46,-3.21,0.0,1.0,3.0,0.0,0.0,0.71,4.17,0.21,0.038888888,153.1455556,-26.80333333,12.0,-0.2322770444117647,35.57471344117647,25.714880735294116,-2.7499372294117648,2.196110188235294,6.665769091176471,-0.02770467691764706,-0.03955718022058824,0.25892198735294114
8561,2015.0,60.0,80.0,65.0,20.0,56.25,299.4,299.71,296.1,290.84,304.48,2.77,5.0,0.17,1.06,0.0,-2.83,4.77,14.0,6.839999999999999,32.0,7.0,11.1,6.200000000000001,43.1,3.34,-0.01,2.77,-8.88,4.75,-3.6100000000000003,2.0,2.45,9.0,1.0,2.55,2.27,16.09,0.76,0.041287878,153.3846111,-27.517694439999996,1.0,-0.1247222449047619,35.233038523809526,27.42244247619048,-2.9938632523809523,-0.018664855666666674,5.933610361904762,-0.022841936941785716,-0.09730535490952381,0.2818720161904762
8562,2015.0,7.0,5.0,5.0,0.0,4.25,298.65,297.88,296.1,290.84,304.48,2.77,7.0,1.65,1.06,0.0,-2.83,4.77,25.0,6.839999999999999,32.0,7.0,31.03,6.200000000000001,43.1,3.34,-1.84,2.77,-8.88,4.75,-3.6100000000000003,2.0,2.45,9.0,1.0,0.0,2.27,16.09,0.76,0.041287878,153.3846111,-27.517694439999996,11.0,-0.21593077833333332,35.6112725,24.446855190476192,-1.2637842785714286,-2.267975802380952,6.5939121952380955,0.05351891807952381,-0.3332311933952381,0.449281389047619
8563,2015.0,7.0,5.0,5.0,5.0,5.5,298.65,297.88,296.1,290.84,304.48,2.77,7.0,1.65,1.06,0.0,-2.83,4.77,25.0,6.839999999999999,32.0,7.0,31.03,6.200000000000001,43.1,3.34,-1.84,2.77,-8.88,4.75,-3.6100000000000003,2.0,2.45,9.0,1.0,0.0,2.27,16.09,0.76,0.041287878,153.3846111,-27.517694439999996,11.0,-0.21593077833333332,35.6112725,24.446855190476192,-1.2637842785714286,-2.267975802380952,6.5939121952380955,0.05351891807952381,-0.3332311933952381,0.449281389047619
8564,2016.0,0.0,0.0,1.0,0.0,0.25,297.95,297.52,296.1,290.84,304.48,2.77,7.0,-2.09,1.06,0.0,-2.83,4.77,21.0,6.839999999999999,32.0,7.0,0.0,6.200000000000001,43.1,3.34,-2.2,2.77,-8.88,4.75,-3.6100000000000003,0.0,2.45,9.0,1.0,0.0,2.27,16.09,0.76,0.041287878,153.3846111,-27.517694439999996,2.0,-0.08009241516666667,35.39192202380952,26.995581595238097,-3.136791754761905,4.486161202380952,7.987787978571428,-0.030510963654761903,-0.17368511337261905,0.34915912904761903
8565,2014.0,0.0,0.0,0.0,0.0,0.0,298.86,298.58,296.33,291.17,301.66,2.38,7.0,-0.96,0.7,0.0,-2.54,2.76,4.0,3.72,19.0,3.0,0.0,2.16,12.42,1.22,-0.98,2.38,-8.38,2.09,-3.22,0.0,0.95,4.0,0.0,0.0,0.71,5.75,0.21,0.038888888,153.1577778,-26.75138889,2.0,-0.17636171705882353,35.540431911764706,25.9316125,-3.858032905882353,1.3513934764705884,6.741573670588235,-0.05264415500294118,-0.061865105485294114,0.2613230497058824
8566,2014.0,1.0,1.0,1.0,1.0,1.0,299.5,298.42,296.33,291.17,301.66,2.38,6.0,0.12,0.7,0.0,-2.54,2.76,7.0,3.72,19.0,3.0,2.2,2.16,12.42,1.22,-1.14,2.38,-8.38,2.09,-3.22,0.0,0.95,4.0,0.0,0.0,0.71,5.75,0.21,0.038888888,153.1577778,-26.75138889,12.0,-0.21375226617647058,35.507132294117646,25.947589470588234,-1.6151256352941177,-1.2122138252941177,5.695558782352941,0.008080716745,-0.05578953159088235,0.2899741464705882
8567,2016.0,5.0,5.0,2.0,1.0,3.25,297.14,299.47,296.33,291.17,301.66,2.38,6.0,0.28,0.7,0.0,-2.54,2.76,9.0,3.72,19.0,3.0,1.01,2.16,12.42,1.22,-0.09,2.38,-8.38,2.09,-3.22,0.0,0.95,4.0,0.0,0.0,0.71,5.75,0.21,0.038888888,153.1578611,-26.75166667,3.0,-0.1867871117647059,35.39040764705882,27.12159061764706,-4.044548947058823,2.707112432352941,5.872208032352941,-0.04239707645588236,0.025530747376470587,0.18476013847058823
8568,2014.0,0.0,0.0,0.0,0.0,0.0,298.86,298.58,296.33,291.17,301.66,2.38,7.0,-0.96,0.7,0.0,-2.54,2.76,4.0,3.72,19.0,3.0,0.0,2.16,12.42,1.22,-0.98,2.38,-8.38,2.09,-3.22,0.0,0.95,4.0,0.0,0.0,0.71,5.75,0.21,0.038888888,153.1577778,-26.75138889,2.0,-0.17636171705882353,35.540431911764706,25.9316125,-3.858032905882353,1.3513934764705884,6.741573670588235,-0.05264415500294118,-0.061865105485294114,0.2613230497058824
8569,2014.0,1.0,1.0,1.0,1.0,1.0,299.5,298.42,296.33,291.17,301.66,2.38,6.0,0.12,0.7,0.0,-2.54,2.76,7.0,3.72,19.0,3.0,2.2,2.16,12.42,1.22,-1.14,2.38,-8.38,2.09,-3.22,0.0,0.95,4.0,0.0,0.0,0.71,5.75,0.21,0.038888888,153.1577778,-26.75138889,12.0,-0.21375226617647058,35.507132294117646,25.947589470588234,-1.6151256352941177,-1.2122138252941177,5.695558782352941,0.008080716745,-0.05578953159088235,0.2899741464705882
8570,2016.0,15.0,5.0,5.0,5.0,7.5,297.14,299.47,296.33,291.17,301.66,2.38,6.0,0.28,0.7,0.0,-2.54,2.76,9.0,3.72,19.0,3.0,1.01,2.16,12.42,1.22,-0.09,2.38,-8.38,2.09,-3.22,0.0,0.95,4.0,0.0,0.0,0.71,5.75,0.21,0.038888888,153.1578611,-26.75166667,3.0,-0.1867871117647059,35.39040764705882,27.12159061764706,-4.044548947058823,2.707112432352941,5.872208032352941,-0.04239707645588236,0.025530747376470587,0.18476013847058823
8571,2015.0,20.0,20.0,20.0,20.0,20.0,299.62,297.83,295.82,289.23,305.77,3.1,7.0,0.28,0.98,0.0,-3.51,5.86,10.0,5.05,23.0,6.0,3.32,4.18,38.75,2.49,-2.09,3.1,-10.68,5.84,-4.09,1.0,1.8099999999999998,7.0,1.0,0.0,1.8099999999999998,13.94,0.6,0.041287878,153.2416111,-27.41908333,11.0,-0.22625375944444442,35.64216422222222,24.49189972222222,-1.3813591377777776,-2.323054758333333,6.5612536,0.026445556503888887,-0.2048212242111111,0.35358382222222223
8572,2014.0,40.0,30.0,3.0,1.0,18.5,299.35,298.07,297.35,292.83,302.86,2.22,6.0,0.71,0.72,0.0,-4.01,2.9,2.0,3.98,19.0,3.0,0.0,2.65,17.68,1.33,-2.2,2.22,-7.44,2.58,-2.91,0.0,1.99,7.0,1.0,0.0,1.53,12.13,0.44,0.029242424,151.9133056,-23.44380556,11.0,-0.14103632421875,35.8273156875,24.491653578125,-3.17635264375,-1.56342648125,5.696953171875,0.009059674081671874,-0.0316062909903125,0.31583053140625
8573,2015.0,1.0,0.0,0.0,0.0,0.25,299.83,298.03,297.35,292.83,302.86,2.22,6.0,0.0,0.72,0.0,-4.01,2.9,9.0,3.98,19.0,3.0,1.1,2.65,17.68,1.33,-2.24,2.22,-7.44,2.58,-2.91,3.0,1.99,7.0,1.0,0.0,1.53,12.13,0.44,0.029242424,151.9133056,-23.44380556,11.0,-0.126753686375,35.883697140625,24.675397375,-2.6232681921875,-1.2921524796875,5.44596396875,0.01157939824421875,-0.029407170528634376,0.29732633296875
8574,2014.0,10.0,3.0,2.0,2.0,4.25,299.35,298.07,297.35,292.83,302.86,2.22,6.0,0.71,0.72,0.0,-4.01,2.9,2.0,3.98,19.0,3.0,0.0,2.65,17.68,1.33,-2.2,2.22,-7.440000000000001,2.58,-2.91,0.0,1.99,7.0,1.0,0.0,1.53,12.13,0.44,0.029242424000000003,151.9176944,-23.434,11.0,-0.14019720958333334,35.81285525,24.481660305555557,-3.1969333125,-1.5270882291666665,5.6783427,0.010948642243430555,-0.031145617498333333,0.3161736788888889
8575,2015.0,1.0,1.0,1.0,1.0,1.0,299.99,298.76,297.35,292.83,302.86,2.22,7.0,0.39,0.72,0.0,-4.01,2.9,9.0,3.98,19.0,3.0,1.1,2.65,17.68,1.33,-1.51,2.22,-7.440000000000001,2.58,-2.91,3.0,1.99,7.0,1.0,0.0,1.53,12.13,0.44,0.029242424000000003,151.9176944,-23.434,11.0,-0.12604543366666665,35.86707033333333,24.655974222222223,-2.6355593222222224,-1.2733053986111111,5.420997701388888,0.011355233852361112,-0.02986966653795278,0.29825005416666667
8576,2014.0,1.0,0.0,1.0,1.0,0.75,299.43,297.89,297.33,292.22,303.13,2.29,6.0,0.49,0.73,0.0,-3.93,2.85,1.0,4.12,23.0,4.0,0.0,2.55,14.3,1.39,-2.48,2.29,-8.14,2.75,-3.02,0.0,1.67,6.0,1.0,0.0,1.36,10.94,0.4,0.029242424,151.9291944,-23.46038889,11.0,-0.14103632421875,35.8273156875,24.491653578125,-3.17635264375,-1.56342648125,5.696953171875,0.009059674081671874,-0.0316062909903125,0.31583053140625
8577,2015.0,1.0,1.0,1.0,1.0,1.0,299.92,298.5,297.33,292.22,303.13,2.29,6.0,0.42,0.73,0.0,-3.93,2.85,9.0,4.12,23.0,4.0,0.0,2.55,14.3,1.39,-1.87,2.29,-8.14,2.75,-3.02,2.0,1.67,6.0,1.0,0.0,1.36,10.94,0.4,0.029242424,151.9291944,-23.46038889,11.0,-0.126753686375,35.883697140625,24.675397375,-2.6232681921875,-1.2921524796875,5.44596396875,0.01157939824421875,-0.029407170528634376,0.29732633296875
8578,2014.0,2.0,2.0,2.0,2.0,2.0,299.35,298.07,297.35,292.83,302.86,2.22,6.0,0.71,0.72,0.0,-4.01,2.9,2.0,3.98,19.0,3.0,0.0,2.65,17.68,1.33,-2.2,2.22,-7.440000000000001,2.58,-2.91,0.0,1.99,7.0,1.0,0.0,1.53,12.13,0.44,0.029242424000000003,151.9048056,-23.44161111,11.0,-0.1401861126388889,35.852760097222216,24.634479805555557,-3.1795079708333334,-1.596522202777778,5.697024375000001,0.009460586764958333,-0.03629966213722222,0.31185444874999996
8579,2014.0,5.0,5.0,3.0,2.0,3.75,299.35,298.07,297.35,292.83,302.86,2.22,6.0,0.71,0.72,0.0,-4.01,2.9,2.0,3.98,19.0,3.0,0.0,2.65,17.68,1.33,-2.2,2.22,-7.44,2.58,-2.91,0.0,1.99,7.0,1.0,0.0,1.53,12.13,0.44,0.029242424,151.9093889,-23.44311111,11.0,-0.14103632421875,35.8273156875,24.491653578125,-3.17635264375,-1.56342648125,5.696953171875,0.009059674081671874,-0.0316062909903125,0.31583053140625
8580,2015.0,1.0,1.0,5.0,10.0,4.25,299.99,298.76,297.35,292.83,302.86,2.22,7.0,0.39,0.72,0.0,-4.01,2.9,9.0,3.98,19.0,3.0,1.1,2.65,17.68,1.33,-1.51,2.22,-7.44,2.58,-2.91,3.0,1.99,7.0,1.0,0.0,1.53,12.13,0.44,0.029242424,151.9093889,-23.44311111,11.0,-0.126753686375,35.883697140625,24.675397375,-2.6232681921875,-1.2921524796875,5.44596396875,0.01157939824421875,-0.029407170528634376,0.29732633296875
8581,2014.0,1.0,1.0,2.0,2.0,1.5,299.35,298.07,297.35,292.83,302.86,2.22,6.0,0.71,0.72,0.0,-4.01,2.9,2.0,3.98,19.0,3.0,0.0,2.65,17.68,1.33,-2.2,2.22,-7.440000000000001,2.58,-2.91,0.0,1.99,7.0,1.0,0.0,1.53,12.13,0.44,0.029242424000000003,151.9333889,-23.43430556,11.0,-0.14019720958333334,35.81285525,24.481660305555557,-3.1969333125,-1.5270882291666665,5.6783427,0.010948642243430555,-0.031145617498333333,0.3161736788888889
8582,2014.0,5.0,2.0,1.0,2.0,2.5,299.63,298.57,297.35,292.83,302.86,2.22,8.0,0.84,0.72,0.0,-4.01,2.9,2.0,3.98,19.0,3.0,0.0,2.65,17.68,1.33,-1.7,2.22,-7.440000000000001,2.58,-2.91,0.0,1.99,7.0,1.0,0.0,1.53,12.13,0.44,0.029242424000000003,151.9333889,-23.43430556,11.0,-0.14019720958333334,35.81285525,24.481660305555557,-3.1969333125,-1.5270882291666665,5.6783427,0.010948642243430555,-0.031145617498333333,0.3161736788888889
8583,2015.0,1.0,1.0,1.0,1.0,1.0,299.99,298.76,297.35,292.83,302.86,2.22,7.0,0.39,0.72,0.0,-4.01,2.9,9.0,3.98,19.0,3.0,1.1,2.65,17.68,1.33,-1.51,2.22,-7.440000000000001,2.58,-2.91,3.0,1.99,7.0,1.0,0.0,1.53,12.13,0.44,0.029242424000000003,151.9333889,-23.43430556,11.0,-0.12604543366666665,35.86707033333333,24.655974222222223,-2.6355593222222224,-1.2733053986111111,5.420997701388888,0.011355233852361112,-0.02986966653795278,0.29825005416666667
8584,2014.0,1.0,5.0,5.0,5.0,4.0,299.35,298.07,297.35,292.83,302.86,2.22,6.0,0.71,0.72,0.0,-4.01,2.9,2.0,3.98,19.0,3.0,0.0,2.65,17.68,1.33,-2.2,2.22,-7.44,2.58,-2.91,0.0,1.99,7.0,1.0,0.0,1.53,12.13,0.44,0.029242424,151.9183889,-23.44469444,11.0,-0.14103632421875,35.8273156875,24.491653578125,-3.17635264375,-1.56342648125,5.696953171875,0.009059674081671874,-0.0316062909903125,0.31583053140625
8585,2015.0,1.0,1.0,1.0,1.0,1.0,299.99,298.76,297.35,292.83,302.86,2.22,7.0,0.39,0.72,0.0,-4.01,2.9,9.0,3.98,19.0,3.0,1.1,2.65,17.68,1.33,-1.51,2.22,-7.44,2.58,-2.91,3.0,1.99,7.0,1.0,0.0,1.53,12.13,0.44,0.029242424,151.9183889,-23.44469444,11.0,-0.126753686375,35.883697140625,24.675397375,-2.6232681921875,-1.2921524796875,5.44596396875,0.01157939824421875,-0.029407170528634376,0.29732633296875
8586,2014.0,2.0,1.0,10.0,0.0,3.25,299.35,298.07,297.35,292.83,302.86,2.22,6.0,0.71,0.72,0.0,-4.01,2.9,2.0,3.98,19.0,3.0,0.0,2.65,17.68,1.33,-2.2,2.22,-7.44,2.58,-2.91,0.0,1.99,7.0,1.0,0.0,1.53,12.13,0.44,0.029242424,151.9118889,-23.44719444,11.0,-0.14103632421875,35.8273156875,24.491653578125,-3.17635264375,-1.56342648125,5.696953171875,0.009059674081671874,-0.0316062909903125,0.31583053140625
8587,2015.0,0.0,1.0,1.0,1.0,0.75,299.99,298.76,297.35,292.83,302.86,2.22,7.0,0.39,0.72,0.0,-4.01,2.9,9.0,3.98,19.0,3.0,1.1,2.65,17.68,1.33,-1.51,2.22,-7.44,2.58,-2.91,3.0,1.99,7.0,1.0,0.0,1.53,12.13,0.44,0.029242424,151.9118889,-23.44719444,11.0,-0.126753686375,35.883697140625,24.675397375,-2.6232681921875,-1.2921524796875,5.44596396875,0.01157939824421875,-0.029407170528634376,0.29732633296875
8588,2014.0,5.0,0.0,1.0,1.0,1.75,295.88,292.39,296.49,289.58,304.23,3.22,4.0,-0.42,0.88,0.0,-2.7,3.94,12.0,5.14,23.0,6.0,0.0,3.5499999999999994,22.2,2.29,-8.04,3.22,-10.84,3.7900000000000005,-3.92,1.0,2.47,10.0,1.0,0.0,2.16,16.27,0.7,0.036969696,152.4908333,-24.88361111,8.0,-0.20958263829268292,35.920830365853654,20.260746463414634,-1.287521956097561,4.382583068292683,6.731321019512195,-0.03387374994390244,0.03355543320243902,0.2387243304390244
8589,2014.0,10.0,10.0,5.0,5.0,7.5,296.17,292.58,296.44,289.41,306.2,3.23,4.0,-0.43,0.92,0.0,-3.03,5.95,12.0,4.76,24.0,6.0,0.0,3.61,18.88,2.49,-7.75,3.23,-10.92,5.86,-3.88,1.0,2.06,7.0,1.0,0.0,1.83,11.77,0.62,0.037323231,152.8252778,-25.24444444,8.0,-0.20935320064516127,35.9569874516129,20.140022258064516,-1.0122481519354838,3.98493225483871,6.143879003225806,-0.016391109094193546,0.03571642142516129,0.21935610761290322
